# Energy - EF (eV)   DOS (states/eV)
-2.027400040302726936e+01 2.814138534175106458e-13
-2.025655966579307687e+01 6.712799804761108746e-13
-2.023911892855888439e+01 1.577367146637414019e-12
-2.022167819132469191e+01 3.651204914325053298e-12
-2.020423745409049943e+01 8.325639731892275151e-12
-2.018679671685630694e+01 1.870169297723915182e-11
-2.016935597962211446e+01 4.138379425633663782e-11
-2.015191524238792198e+01 9.021322718055341647e-11
-2.013447450515372950e+01 1.937338112914385247e-10
-2.011703376791954057e+01 4.098651651390017788e-10
-2.009959303068534808e+01 8.542449690047267240e-10
-2.008215229345115560e+01 1.754023976501417322e-09
-2.006471155621696312e+01 3.548187469111112155e-09
-2.004727081898277063e+01 7.071348538004931040e-09
-2.002983008174857815e+01 1.388448559197630974e-08
-2.001238934451438567e+01 2.685944007540362451e-08
-1.999494860728019319e+01 5.119317315731491564e-08
-1.997750787004600070e+01 9.613555277512711352e-08
-1.996006713281180822e+01 1.778781135764174475e-07
-1.994262639557761574e+01 3.242932193247635273e-07
-1.992518565834342326e+01 5.825607666081605730e-07
-1.990774492110923077e+01 1.031204046343478883e-06
-1.989030418387503829e+01 1.798709016647842266e-06
-1.987286344664084581e+01 3.091747731790294878e-06
-1.985542270940665333e+01 5.237077497175540181e-06
-1.983798197217246084e+01 8.742424349206071743e-06
-1.982054123493826836e+01 1.438301896770862020e-05
-1.980310049770407588e+01 2.332180664086634488e-05
-1.978565976046988695e+01 3.727248879155765584e-05
-1.976821902323569446e+01 5.871516414613087425e-05
-1.975077828600150198e+01 9.117401809180948179e-05
-1.973333754876730950e+01 1.395647755642196515e-04
-1.971589681153311702e+01 2.106159684855836835e-04
-1.969845607429892453e+01 3.133619984173323272e-04
-1.968101533706473205e+01 4.596971744044314485e-04
-1.966357459983053957e+01 6.649683339279683324e-04
-1.964613386259634709e+01 9.485696943950377991e-04
-1.962869312536215460e+01 1.334488163509172124e-03
-1.961125238812796212e+01 1.851732007406867685e-03
-1.959381165089376964e+01 2.534562686228184706e-03
-1.957637091365957716e+01 3.422441436077877826e-03
-1.955893017642538467e+01 4.559601619680078016e-03
-1.954148943919119219e+01 5.994167598711705978e-03
-1.952404870195699971e+01 7.776762817223648559e-03
-1.950660796472280722e+01 9.958584632512803778e-03
-1.948916722748861829e+01 1.258897022501178665e-02
-1.947172649025442581e+01 1.571253374695270877e-02
-1.945428575302023333e+01 1.936601483741195659e-02
-1.943684501578604085e+01 2.357503616584466152e-02
-1.941940427855184836e+01 2.835101514852351318e-02
-1.940196354131765588e+01 3.368850466891652740e-02
-1.938452280408346340e+01 3.956324275420304570e-02
-1.936708206684927092e+01 4.593116704043202769e-02
-1.934964132961507843e+01 5.272859488224866664e-02
-1.933220059238088595e+01 5.987368621494697229e-02
-1.931475985514669347e+01 6.726919973386605300e-02
-1.929731911791250099e+01 7.480643316017744626e-02
-1.927987838067830850e+01 8.237011757949912194e-02
-1.926243764344411602e+01 8.984392778791601419e-02
-1.924499690620992354e+01 9.711618885118782074e-02
-1.922755616897573105e+01 1.040853154402274494e-01
-1.921011543174153857e+01 1.106645232450222949e-01
-1.919267469450734609e+01 1.167854043451391766e-01
-1.917523395727315361e+01 1.224000585238747829e-01
-1.915779322003896468e+01 1.274816117942638438e-01
-1.914035248280477219e+01 1.320231178869160915e-01
-1.912291174557057971e+01 1.360350097930194124e-01
-1.910547100833638723e+01 1.395414259522061717e-01
-1.908803027110219475e+01 1.425758588308012886e-01
-1.907058953386800226e+01 1.451766450481777049e-01
-1.905314879663380978e+01 1.473828243194685028e-01
-1.903570805939961730e+01 1.492308357460759016e-01
-1.901826732216542482e+01 1.507524000034005662e-01
-1.900082658493123233e+01 1.519737692826620690e-01
-1.898338584769703985e+01 1.529163352367346740e-01
-1.896594511046284737e+01 1.535983947535226601e-01
-1.894850437322865488e+01 1.540377107062911588e-01
-1.893106363599446240e+01 1.542543929074683962e-01
-1.891362289876026992e+01 1.542735791814240920e-01
-1.889618216152607744e+01 1.541274240541649354e-01
-1.887874142429188495e+01 1.538559988512173682e-01
-1.886130068705769602e+01 1.535068581518904129e-01
-1.884385994982350354e+01 1.531332123460174555e-01
-1.882641921258931106e+01 1.527908391974340252e-01
-1.880897847535511858e+01 1.525340432286590997e-01
-1.879153773812092609e+01 1.524111079850869188e-01
-1.877409700088673361e+01 1.524597663777787770e-01
-1.875665626365254113e+01 1.527032296365927466e-01
-1.873921552641834865e+01 1.531472655627160451e-01
-1.872177478918415616e+01 1.537787092636770381e-01
-1.870433405194996368e+01 1.545656384449919929e-01
-1.868689331471577120e+01 1.554592692649253982e-01
-1.866945257748157871e+01 1.563974486022846055e-01
-1.865201184024738623e+01 1.573094549155778510e-01
-1.863457110301319375e+01 1.581216905122175831e-01
-1.861713036577900127e+01 1.587637659560992009e-01
-1.859968962854480878e+01 1.591744490923952260e-01
-1.858224889131061630e+01 1.593069762998146066e-01
-1.856480815407642382e+01 1.591332950058887974e-01
-1.854736741684223134e+01 1.586469119773651626e-01
-1.852992667960804241e+01 1.578641463608467799e-01
-1.851248594237384992e+01 1.568237147796998077e-01
-1.849504520513965744e+01 1.555846954386327363e-01
-1.847760446790546496e+01 1.542230210261340551e-01
-1.846016373067127248e+01 1.528267332029274450e-01
-1.844272299343707999e+01 1.514902959476422395e-01
-1.842528225620288751e+01 1.503083147776075046e-01
-1.840784151896869503e+01 1.493690475618857927e-01
-1.839040078173450254e+01 1.487481214784598382e-01
-1.837296004450031006e+01 1.485028867975906608e-01
-1.835551930726611758e+01 1.486678346737125012e-01
-1.833807857003192510e+01 1.492514735508075341e-01
-1.832063783279773261e+01 1.502349880460513154e-01
-1.830319709556354013e+01 1.515728900512538224e-01
-1.828575635832934765e+01 1.531957160849702904e-01
-1.826831562109515517e+01 1.550146383555578988e-01
-1.825087488386096268e+01 1.569276591104631913e-01
-1.823343414662677375e+01 1.588268747790645696e-01
-1.821599340939258127e+01 1.606061567205183116e-01
-1.819855267215838879e+01 1.621685247821408327e-01
-1.818111193492419631e+01 1.634325059415848713e-01
-1.816367119769000382e+01 1.643368783019054924e-01
-1.814623046045581134e+01 1.648433914054321936e-01
-1.812878972322161886e+01 1.649373039492724180e-01
-1.811134898598742637e+01 1.646258552229738492e-01
-1.809390824875323389e+01 1.639350467887778495e-01
-1.807646751151904141e+01 1.629053164672857879e-01
-1.805902677428484893e+01 1.615868050257837085e-01
-1.804158603705065644e+01 1.600349271570746523e-01
-1.802414529981646396e+01 1.583068586900866215e-01
-1.800670456258227148e+01 1.564593551485362610e-01
-1.798926382534807900e+01 1.545480521813681618e-01
-1.797182308811388651e+01 1.526281071048634641e-01
-1.795438235087969403e+01 1.507557695747345217e-01
-1.793694161364550510e+01 1.489902636381863488e-01
-1.791950087641130906e+01 1.473952600374554001e-01
-1.790206013917712013e+01 1.460392390106944049e-01
-1.788461940194292765e+01 1.449941935351154176e-01
-1.786717866470873517e+01 1.443323841661061646e-01
-1.784973792747454269e+01 1.441211935743214045e-01
-1.783229719024035020e+01 1.444164913114262538e-01
-1.781485645300615772e+01 1.452552495520803288e-01
-1.779741571577196524e+01 1.466483921924288392e-01
-1.777997497853777276e+01 1.485749668621077491e-01
-1.776253424130358027e+01 1.509786748846694282e-01
-1.774509350406938779e+01 1.537675749978217044e-01
-1.772765276683519531e+01 1.568174158835786980e-01
-1.771021202960100283e+01 1.599785972162287850e-01
-1.769277129236681034e+01 1.630862732194308384e-01
-1.767533055513261786e+01 1.659726682944212828e-01
-1.765788981789842538e+01 1.684803388065203300e-01
-1.764044908066423289e+01 1.704749411609922938e-01
-1.762300834343004041e+01 1.718560825660705171e-01
-1.760556760619585148e+01 1.725650374252072905e-01
-1.758812686896165900e+01 1.725884805820761814e-01
-1.757068613172746652e+01 1.719578663771706706e-01
-1.755324539449327403e+01 1.707446023282599423e-01
-1.753580465725908155e+01 1.690516567036863815e-01
-1.751836392002488907e+01 1.670026356841051718e-01
-1.750092318279069659e+01 1.647296197817754437e-01
-1.748348244555650410e+01 1.623611346252412380e-01
-1.746604170832231162e+01 1.600115465499563627e-01
-1.744860097108811914e+01 1.577729398270505679e-01
-1.743116023385392666e+01 1.557101887067721402e-01
-1.741371949661973417e+01 1.538595333135472087e-01
-1.739627875938554169e+01 1.522305562956908498e-01
-1.737883802215134921e+01 1.508110852720833950e-01
-1.736139728491715672e+01 1.495742530013297322e-01
-1.734395654768296424e+01 1.484867580629551098e-01
-1.732651581044877176e+01 1.475172945194662966e-01
-1.730907507321458283e+01 1.466441568142508034e-01
-1.729163433598038679e+01 1.458611621884725318e-01
-1.727419359874619786e+01 1.451812454269865993e-01
-1.725675286151200538e+01 1.446373436707673876e-01
-1.723931212427781290e+01 1.442804751256638041e-01
-1.722187138704362042e+01 1.441751989056454519e-01
-1.720443064980942793e+01 1.443929011686409525e-01
-1.718698991257523545e+01 1.450035662027242267e-01
-1.716954917534104297e+01 1.460668453577025627e-01
-1.715210843810685049e+01 1.476233208701267230e-01
-1.713466770087265800e+01 1.496868688740447817e-01
-1.711722696363846552e+01 1.522389536644808417e-01
-1.709978622640427304e+01 1.552255359087282016e-01
-1.708234548917008055e+01 1.585570590227618482e-01
-1.706490475193588807e+01 1.621117048256471016e-01
-1.704746401470169559e+01 1.657418029576765151e-01
-1.703002327746750311e+01 1.692829653832424175e-01
-1.701258254023331062e+01 1.725652285546440678e-01
-1.699514180299911814e+01 1.754252533657713331e-01
-1.697770106576492921e+01 1.777184857920811045e-01
-1.696026032853073673e+01 1.793301409119522072e-01
-1.694281959129654425e+01 1.801839508630349307e-01
-1.692537885406235176e+01 1.802478109212647672e-01
-1.690793811682815928e+01 1.795357508896422705e-01
-1.689049737959396680e+01 1.781060219877210749e-01
-1.687305664235977432e+01 1.760554832308538487e-01
-1.685561590512558183e+01 1.735108514655529510e-01
-1.683817516789138935e+01 1.706177017118001016e-01
-1.682073443065719687e+01 1.675283311969974209e-01
-1.680329369342300438e+01 1.643897044021727372e-01
-1.678585295618881190e+01 1.613326651643881282e-01
-1.676841221895461942e+01 1.584634393481706982e-01
-1.675097148172042694e+01 1.558581777474253027e-01
-1.673353074448623445e+01 1.535609371126563372e-01
-1.671609000725204197e+01 1.515851100896492276e-01
-1.669864927001784949e+01 1.499179386110912615e-01
-1.668120853278366056e+01 1.485274237269009479e-01
-1.666376779554946452e+01 1.473707137934339995e-01
