      Step     Time          Energy          fmax
BFGS:    0 13:15:28      -77.689564        1.677083
BFGS:    1 13:26:22      -77.717484        1.009730
BFGS:    2 13:34:39      -77.738160        0.248256
BFGS:    3 13:40:48      -77.741862        0.201007
BFGS:    4 13:49:02      -77.754787        0.292764
BFGS:    5 13:57:08      -77.760981        0.240360
BFGS:    6 14:05:50      -77.763163        0.112665
BFGS:    7 14:12:11      -77.763674        0.029798
