      Step     Time          Energy          fmax
BFGS:    0 12:01:09      -75.124286        1.709973
BFGS:    1 12:03:17      -75.148268        0.969362
BFGS:    2 12:04:54      -75.170593        0.303586
BFGS:    3 12:06:31      -75.176400        0.258164
BFGS:    4 12:08:48      -75.191201        0.349755
BFGS:    5 12:10:40      -75.197478        0.184694
BFGS:    6 12:12:38      -75.199141        0.088296
BFGS:    7 12:14:01      -75.199345        0.019004
